Partnership_ID,Program_Year,Verified,Program_ID,Organizational_ID,School_ID,Program_Name,Sch_Org_Name,School_Name,Primary_Org_Site_Contact_Email,Primary_Sch_Based_Contact_Name,Service_Type,O_Primary_Address,O_City,O_Zip,O_Type,Service_Delivery_Method,School_ID,TLT,School_Code,S_Primary_Contact_Name,S_Primary_Contact_Email,S_Street_Address,S_City,S_Zip,S_Principal_email,School Grades,Language_Capability,Rating_Q1,Partnership_Agreement,Program_Date_Last_Updated,Partnership_Date_Last_Updated,Sch_Date_Updated,Expand_to_New_Sites,Active,Program_Type,School_Approval_Status,Service_Delivery_Time_Afterschool,Service_Delivery_Time_School Vacation,Service_Delivery_Time_Summer,Service_Delivery_Time_Weekend,Service_Delivery_Time_Before School,Service_Delivery_Time_School Day,Service_Delivery_Time_School Day (Non-Class Time),Service_Delivery_Time_School Day (Class Time),O_501c3_Certification,O_Liability_Insurance,O_CORI_Policy,Grade_Level_Served_Pre-School,Grade_Level_Served_Elementary,Grade_Level_Served_Middle School,Grade_Level_Served_High School,Service_Associated_Fees_Student,School_Grades_Served_PreK,School_Grades_Served_K,School_Grades_Served_1,School_Grades_Served_2,School_Grades_Served_3,School_Grades_Served_4,School_Grades_Served_5,School_Grades_Served_6,School_Grades_Served_7,School_Grades_Served_8,School_Grades_Served_9,School_Grades_Served_10,School_Grades_Served_11,School_Grades_Served_12,EFA_School,tbl_organizations_Temp_CCR,tbl_organizations_Temp_PhyHealthCollab,tbl_organizations_Temp_BH,Expand_Partnerships,tbl_organizations_Temp_Funded_Partners,Expanding_Site_Capacity,P_Grades_Served_K1(2),P_Grades_Served_PreK,P_Grades_Served_K0,P_Grades_Served_K1,P_Grades_Served_K,P_Grades_Served_K2,P_Grades_Served_1,P_Grades_Served_2,P_Grades_Served_3,P_Grades_Served_4,P_Grades_Served_5,P_Grades_Served_6,P_Grades_Served_7,P_Grades_Served_8,P_Grades_Served_9,P_Grades_Served_10,P_Grades_Served_11,P_Grades_Served_12,P_Days_of_Operation_M,P_Days_of_Operation_T,P_Days_of_Operation_W,P_Days_of_Operation_Th,P_Days_of_Operation_F,P_Days_of_Operation_S,P_Days_of_Operation_Su,Schools_AssociatedFees,Days_Multiselect_M,Days_Multiselect_Tu,Days_Multiselect_W,Days_Multiselect_Th,Days_Multiselect_F,Days_Multiselect_Sa,Days_Multiselect_Su,Grades_Multiselect_K0,Grades_Multiselect_K1,Grades_Multiselect_K2,Grades_Multiselect_1,Grades_Multiselect_2,Grades_Multiselect_3,Grades_Multiselect_4,Grades_Multiselect_5,Grades_Multiselect_6,Grades_Multiselect_7,Grades_Multiselect_8,Grades_Multiselect_9,Grades_Multiselect_10,Grades_Multiselect_11,Grades_Multiselect_12,Grades_Multiselect_AltEd,Partnership_Fund,Direct_Service,Tier_Multiselect_Tier1,Tier_Multiselect_Tier2,Tier_Multiselect_Tier3,GradeLevel_Multiselect_PreSchool,GradeLevel_Multiselect_Elementary,GradeLevel_Multiselect_Middle,GradeLevel_Multiselect_HighSchool,GradeLevel_Multiselect_AltEdu,GradeLevel_Multiselect_PostSec,DeliveryTime_Multiselect_After,DeliveryTime_Multiselect_Before,DeliveryTime_Multiselect_SchoolDayIn,DeliveryTime_Multiselect_SchoolDayOut,DeliveryTime_Multiselect_SchoolVacation,DeliveryTime_Multiselect_Summer,DeliveryTime_Multiselect_Weekend,Transportation,Grade_Multiselect_K0,Grade_Multiselect_K1,Grade_Multiselect_K2,Grade_Multiselect_1,Grade_Multiselect_2,Grade_Multiselect_3,Grade_Multiselect_4,Grade_Multiselect_5,Grade_Multiselect_6,Grade_Multiselect_7,Grade_Multiselect_8,Grade_Multiselect_9,Grade_Multiselect_10,Grade_Multiselect_11,Grade_Multiselect_12,Grade_Multiselect_AltEdu,Homelessness,SWD_Support,TitleIXRace_Participation,TitleIXGender_Participation,Current_Partnerships,CORI_SORI
8697,2017-2018,Current Partner,333,173,44,Middle School Academy,Tenacity,Curley K-8 School,scottlipman@tenacity.org,,Academic Support & Enrichment,38 Everett St. Suite 50,Boston,02134,Other School-Community Partner,Small Groups,44,1,4272,,curley@bostonpublicschools.org,135 Humboldt Avenue,dorchester,02121,sthomas@bostonpublicschools.org,K0-6,,Excellent,,9/20/2018 5:29:21 PM,11/18/2017 3:21:14 PM,2/7/2019 7:56:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
7532,2017-2018,Current Partner,350,259,135,Boston University Social Inequalities Course - SO 210/211,Boston University Wheelock College of Education and Human Development,Trotter Innovation School,jbryson@bu.edu,,Academic Support & Enrichment,Two Silber Way,Boston,02215,Higher Education,Classroom Instruction,135,5,4580,,trotter@bostonpublicschools.org,174 Ipswich Street,Boston,02215,aclark@bostonartsacademy.org,,"English, Spanish",Excellent,,9/12/2018 5:19:10 PM,7/23/2018 5:22:51 PM,1/9/2019 4:42:23 PM,FALSE,Yes,School-based,Approved,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8747,2017-2018,Current Partner,364,382,15,After School Program,Berklee College of Music -The Boston Conservatory,Boston Arts Academy,melanie@proarts.org,,Arts Programming,8 The Fenway,Boston,02215,Higher Education,Classroom Instruction,15,Redesign/Innovation,1420,Anne Clark,aclark@bostonpublicschools.org,25 Glen Road,Jamaica Plain,02130,rbriceno@bostonpublicschools.org,9-12,,Rate Program,,1/7/2019 4:07:59 PM,,2/15/2019 1:28:44 PM,TRUE,Yes,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,Yes, Yes, Yes, Yes,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
9061,2017-2018,Current Partner,372,368,40,Career Explorations,"Action for Boston Community Development, Inc. (ABCD)",Community Academy,,,College & Career Readiness,178 Tremont Street,Boston,02111,Other School-Community Partner,Internships and Residency Placement,40,Alternative Redesign,1340,,commacad@bostonpublicschools.org,"South Boston Ed. Complex, 95 G Street, 2nd floor",South Boston,02127,rmccall@bostonpublicschools.org,9-12,"Cape Verdean Creole, Khmer (Cambodian), Spanish",Excellent,,2/8/2019 8:47:49 PM,10/26/2017 1:47:10 PM,12/7/2018 6:15:31 PM,FALSE,Yes,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,0,No,No,No,Yes,Yes
8017,2017-2018,Current Partner,574,437,58,UMass Boston Upward Bound Program,UMass Boston Pre-Collegiate Programs,Excel High School,Upward.Bound@umb.edu,Dzung Nguyen,Academic Support & Enrichment,100 Morrissey Boulevard,Boston,02125,Higher Education,Tutoring,58,Transformation,1162,,excel@bostonpublicschools.org,60 Washington St.,Dorchester,02121,lmcintyre@bostonpublicschools.org,9-12,"Cape Verdean Creole, Khmer (Cambodian), Spanish",Excellent,,2/8/2019 8:47:49 PM,10/19/2017 2:28:13 PM,1/30/2019 3:15:16 PM,FALSE,Active,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,0,No,No,No,Yes,Yes
8018,2017-2018,Current Partner,574,437,34,UMass Boston Upward Bound Program,UMass Boston Pre-Collegiate Programs,Burke High School,Kunthary.thaijohnson@umb.edu,Ronald Inniss,Academic Support & Enrichment,100 Morrissey Boulevard,Boston,02125,Higher Education,Tutoring,34,Transformation,1120,,burke@bostonpublicschools.org,75 Malcolm X Boulevard,Roxbury,02120,bdickens@bostonpublicschools.org,9-12,"Cape Verdean Creole, Khmer (Cambodian), Spanish",Excellent,,2/8/2019 8:47:49 PM,10/20/2017 1:26:29 PM,12/7/2018 6:15:31 PM,FALSE,Active,non-School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,0,No,No,No,Yes,Yes
8019,2017-2018,Current Partner,574,437,95,UMass Boston Upward Bound Program,UMass Boston Pre-Collegiate Programs,Madison Park Technical Vocational High School,Upward.Bound@umb.edu,Terrance Johnson,Academic Support & Enrichment,100 Morrissey Boulevard,Boston,02125,Higher Education,Tutoring,95,Transformation,1210,Kevin McCaskill,kmccaskill@bostonpublicschools.org,11 Charles Street,Dorchester,02122,rlee3@bostonpublicschools.org,9-12,,Good,,12/20/2018 8:10:01 PM,6/6/2018 4:54:44 PM,1/4/2019 6:29:24 PM,FALSE,Active,non-School-based,Approved,Yes, Yes, Yes, Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
8338,2017-2018,Current Partner,643,535,41,Model UN,United Nations Association of Greater Boston (UNAGB),Community Academy of Science and Health,education@unagb.org,,Academic Support & Enrichment,"85 Devonshire Street, Suite 1000",Boston,02144,Other School-Community Partner,Classroom Instruction,41,Redesign/Innovation,1103,,CASH@bostonpublicschools.org,885 Washington Street,Boston,02111,csoohoo@bostonpublicschools.org,K0-5,,Excellent,,12/20/2018 8:10:01 PM,10/25/2017 7:58:32 PM,1/8/2019 6:01:08 PM,TRUE,Yes,School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,No,Yes, Yes,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
8376,2017-2018,Current Partner,643,535,123,Model UN,United Nations Association of Greater Boston (UNAGB),Quincy Elementary School,lynn.arsenault@unagb.org,,Academic Support & Enrichment,"85 Devonshire Street, Suite 1000",Boston,02144,Other School-Community Partner,Classroom Instruction,123,6,4650,,quincy@bostonpublicschools.org,71 Pleasant Street,Dorchester,02125,kcahill@bostonpublicschools.org,K1-5,,Excellent,,9/12/2018 5:08:26 PM,10/26/2017 5:22:32 PM,2/8/2019 4:08:56 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes, Yes,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8594,2017-2018,Current Partner,723,597,57,"Boy Scouts of America, Cub Scouting","Boy Scouts of America, Spirit of Adventure Council",Everett Elementary School,,,Academic Support & Enrichment,,,,Other School-Community Partner,Small Groups,57,6,4140,,everett@bostonpublicschools.org,71 Pleasant Street,Dorchester,02125,kcahill@bostonpublicschools.org,K1-5,,Excellent,,9/12/2018 5:08:26 PM,10/26/2017 5:24:12 PM,2/8/2019 4:08:56 PM,TRUE,Yes,School-based,Approved,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8596,2017-2018,Current Partner,842,723,57,Emmanuel College,Emmanuel College,Everett Elementary School,,,Academic Support & Enrichment,,,,Higher Education,,57,6,4140,,everett@bostonpublicschools.org,100 Maxwell Street,Dorchester,02124,tking@bostonpublicschools.org,9-12,,Excellent,,9/12/2018 5:08:26 PM,10/30/2017 5:35:47 PM,1/16/2019 9:38:24 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
9021,2017-2018,Current Partner,885,772,28,Irish International Immigrant Center,Irish International Immigrant Center,Boston International Newcomers Academy,,,Family Engagement & Support,,,,Culture & Recreation,,28,Redesign/Innovation,1990,,bihs@bostonpublicschools.org,60 Washington Street (enter at 60 Geneva Ave.),Dorchester,02121,dbrown@bostonpublicschools.org,6-10,English,Excellent,,2/1/2019 3:55:57 PM,11/7/2017 6:02:48 PM,12/7/2018 6:15:31 PM,FALSE,,,Approved,,,,,,,,,,,,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
6280,2017-2018,Current Partner,1526,593,45,Marine Biologist in Training,New England Aquarium,Dearborn STEM Academy,hdeschenes@neaq.org,"Valerie Spencer, Director of Instruction and Science",Academic Support & Enrichment,Central Wharf,Boston,02110,Culture & Recreation,Classroom Instruction,45,Transformation,1260,,dearborn@bostonpublicschools.org,40 Gordon Avenue,Hyde Park,02136,cconnolly@bostonpublicschools.org,K2-5,English,Excellent,,9/26/2018 9:34:07 PM,11/6/2017 6:19:34 PM,2/8/2019 5:12:16 PM,TRUE,Active,non-School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes, Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
6400,2017-2018,Current Partner,1752,158,65,Activating Teacher Leadership,Teachers21,Grew Elementary School,jhberg@teachers21.org,,Academic Support & Enrichment,"One Wells Avenue, Suite 402",Newton,02459,Other School-Community Partner,Professional Development,65,2,4200,,grew@bostonpublicschools.org,"West Roxbury Ed. Complex

1205 V.F.W. Parkway",West Roxbury,02132,dmarcano@bostonpublicschools.org,9-12,Spanish,Excellent,,12/17/2018 8:58:50 PM,1/7/2019 6:46:02 PM,1/10/2019 2:57:17 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,Yes, Yes, Yes, Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
9210,2017-2018,Verify Partnership,1885,952,141,PATHWAYS Program,William James College,Urban Science Academy,Gemima_Stlouis@williamjames.edu,Ms. Jenna Parafinczuk,"Social, Emotional & Behavioral Health",1 Wells Avenue,Newton,02459,Higher Education,Assessment,141,Transformation,1253,,urbanscience@bostonpublicschools.org,"West Roxbury Ed. Complex

1205 V.F.W. Parkway",West Roxbury,02132,dmarcano@bostonpublicschools.org,9-12,Spanish,Excellent,,12/17/2018 8:58:50 PM,1/7/2019 6:46:02 PM,1/10/2019 2:57:17 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes, Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
9261,2017-2018,Verify Partnership,1885,952,141,PATHWAYS Program,William James College,Urban Science Academy,sgomez@eliotchs.org,Jenna Parafinczuk,"Social, Emotional & Behavioral Health",1 Wells Avenue,Newton,02459,Higher Education,Assessment,141,Transformation,1253,,urbanscience@bostonpublicschools.org,"West Roxbury Ed. Complex

1205 V.F.W. Parkway",West Roxbury,02132,jjohn@bostonpublicschools.org,9-12,Spanish,Rate Program,,12/17/2018 8:58:50 PM,1/7/2019 6:46:15 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,Yes, Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
9262,2017-2018,Verify Partnership,1885,952,143,PATHWAYS Program,William James College,West Roxbury Academy,sgomez@eliotchs.org,Alexandra Darius Jean,"Social, Emotional & Behavioral Health",1 Wells Avenue,Newton,02459,Higher Education,Assessment,143,Transformation,1256,,westroxburyacademy@bostonpublicschools.org,55 Malcolm X Boulevard,Roxbury,02120,twisdom@bostonpublicschools.org,7-12,Spanish,Rate Program,,12/17/2018 8:58:50 PM,2/13/2018 8:11:18 PM,12/13/2018 1:23:00 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,Yes, Yes,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
9263,2017-2018,Not Yet Verified,1885,952,115,PATHWAYS Program,William James College,O'Bryant School of Mathematics and Science,gemima_stlouis@williamjames.edu,Irene Fontanez-Pilon,"Social, Emotional & Behavioral Health",1 Wells Avenue,Newton,02459,Higher Education,Assessment,115,Transformation,1030,,obryant@bostonpublicschools.org,20 Child Street,Jamaica Plain,02130,agavins@bostonpublicschools.org,K0-8,,Rate Program,,9/12/2018 5:19:10 PM,,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,No,Yes, Yes,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
